,Organizations,Technologies,Slots,Ideas Page,Contact
169,Sugar Labs,"python, javascript, gtk, pygame, c",9,https://github.com/sugarlabs/GSoC/blob/master/Ideas-2020.md,https://wiki.sugarlabs.org/go/Google_Code_In_2019#Getting_set_up_on_IRC
170,Swift,"swift, c++",4,https://swift.org/gsoc2020,http://forums.swift.org
171,SymbiFlow,"c/c++, fpga,  python, verilog",3,https://github.com/SymbiFlow/ideas/issues,https://webchat.freenode.net/?channels=symbiflow
172,SymPy,python,6,https://github.com/sympy/sympy/wiki/GSoC-2020-Ideas,https://gitter.im/sympy/sympy
173,Synfig," c++, gtk, gtkmm, python",2,https://synfig-docs-dev.readthedocs.io/en/latest/gsoc/2020/ideas.html#projects-ideas,https://forums.synfig.org/c/development
174,syslog-ng,"elasticsearch, kafka, sql, python, c",1,https://github.com/syslog-ng/syslog-ng/wiki/GSoC2020-Idea-&-Project-list,https://gitter.im/balabit/syslog-ng
175,TARDIS-SN,python,3,https://tardis-sn.github.io/gsoc/category/ideas-page.html,http://gitter.im/tardis-sn/gsoc
176,TensorFlow,"machine learning, deep learning, python, data analysis, c/c++",17,https://docs.google.com/document/d/1zT57PFMGZ04A4CvHxAKVpMTgXjsO92_oKeSKwZMc0Gs/edit,http://gitter.im/tensorflow
177,The Apache Software Foundation,"java,  c++",17,https://s.apache.org/gsoc2020ideas,https://wiki.apache.org/general/IRC
178,The GNU Project,"c/c++,  javascript,  android,  python, scheme",7,https://www.gnu.org/software/soc-projects/ideas.html,https://lists.gnu.org/mailman/listinfo/summer-of-code/
179,The Honeynet Project," python, golang, honeypot, machine learning, networking",11,https://gsoc.honeynet.org/,https://gsoc-slack.honeynet.org/
180,The Java Pathfinder Team,"javajava,  jvm,  android,  distributed systems",6,https://github.com/javapathfinder/jpf-core/wiki/GSoC-2020-Project-Ideas,https://groups.google.com/forum/#!forum/java-pathfinder
181,The Julia Language,"julia, julialang",15,https://julialang.org/jsoc/projects/,https://julialang.org/community/
182,The Libreswan Project,"c,  python",3,https://libreswan.org/wiki/GSoC,https://libreswan.org/wiki/GSoC
183,The Linux Foundation,"c, c++, cups, ipp",13,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2020,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2020#if_you_have_questions
184,The LLVM Compiler Infrastructure,"llvm, clang, mlir",15,http://llvm.org/OpenProjects.html,http://llvm.org/docs/#irc
185,The Mifos Initiative,"android, java, angular, mysql, spring",17,https://mifosforge.jira.com/wiki/spaces/RES/pages/1118175247/Google+Summer+of+Code+2020+Ideas,https://gitter.im/openMF/mifos
186,The NetBSD Foundation,"c, bsd make",6,https://wiki.NetBSD.org/projects/gsoc/,https://wiki.NetBSD.org/community/
187,The ns-3 Network Simulator Project,"c/c++,  python",4,https://www.nsnam.org/wiki/GSOC2020Projects,https://ns-3.zulipchat.com
188,The Terasology Foundation," java, lwgjl, opengl, blender, gradle",8,https://trello.com/b/5QQGHuTt/gsoc-gsod-ideas,https://github.com/MovingBlocks/Terasology/wiki/Using-IRC
189,The Wine Project,"c,  opengl,  directx,  win32, vulkan",0,https://wiki.winehq.org/SummerOfCode,https://www.winehq.org/irc
190,VideoLAN,"c++, asm, c, go, c#",8,https://wiki.videolan.org/GSoC_2020,https://wiki.videolan.org/Contact_VideoLAN/#IRC
191,webpack," javascript, webpack",1,https://docs.google.com/document/d/14LlDCLM_l0AMGbHtylYOVGVsh0L3VPxpDHiSLRDqJ7o/edit?usp=sharing,http://gitter.im/webpack
192,Wikimedia Foundation," html,  css,  python, javascript, php",14,https://www.mediawiki.org/wiki/Google_Summer_of_Code/2020,https://wikimedia.zulipchat.com/#narrow/stream/220258-gsoc20-outreachy20
193,Wireshark," qt, c/c++,  lua, pcap, cmake",1,https://wiki.wireshark.org/GSoC2020,https://www.wireshark.org/develop.html
194,X.Org Foundation,"x11, opencl, opengl, wayland, vulkan",1,https://www.x.org/wiki/SummerOfCodeIdeas/,https://www.x.org/wiki/SummerOfCodeIdeas/
195,Xapian Search Engine Library,"c++, unicode, swig, linux, golang",2,https://trac.xapian.org/wiki/GSoCProjectIdeas,https://trac.xapian.org/wiki/GSoC_IRC
196,XMPP Standards Foundation," java, xmpp, vala, webrtc,  lua",2,https://wiki.xmpp.org/web/GSoC/2020/Project_Ideas,https://wiki.xmpp.org/web/GSoC/2020#Join_the_group_chat.21
197,XWiki," java,  javascript, html5, css, velocity",1,https://gsoc.xwiki.org/,https://dev.xwiki.org/xwiki/bin/view/Community/Chat
198,Zulip,"python, react native, django, typescript, electron",18,https://zulip.readthedocs.io/en/latest/overview/gsoc-ideas.html,https://chat.zulip.org
